   0.00000,   0.62545,   0.43013,   0.68978,   0.60366,   0.67967,   0.49413,   0.53071,   0.41762,   0.46067,   0.12081,   0.59478,   0.38146,   0.59338,   0.36056,   0.68022,   0.29279,   0.54140,   0.43185,   0.59360,   0.45228,   0.63978,   0.43776,   0.03493,   0.66161,   0.26324,   0.59033,   0.67885,   0.70633,   0.69849,   0.53734,   0.52201,   0.48291,   0.64980,   0.18617,   0.53080,   0.67165,   0.53472,   0.60614,   0.63114,   0.69229,   0.37749,   0.64651,   0.38154,   0.56534,   0.11988,   0.62293,   0.39312,   0.55393,   0.26410,   0.66459,   0.08639,   0.54926,   0.41014,   0.55365,   0.48387,   0.60097,   0.40450,   0.18519,   0.62075,   0.45435,   0.59031,   0.68297,   0.57067,   0.66030,   0.56681,   0.55551,   0.55333,   0.60467,   0.45974,   0.56991
   0.00000,   0.63816,   0.42608,   0.69310,   0.55312,   0.67340,   0.44957,   0.51262,   0.33896,   0.48614,   0.06457,   0.61266,   0.35839,   0.66359,   0.22416,   0.69295,   0.12374,   0.49348,   0.42395,   0.43585,   0.42765,   0.51372,   0.38512,   0.01195,   0.64145,   0.22760,   0.59423,   0.68830,   0.68543,   0.66953,   0.55125,   0.52177,   0.48640,   0.64077,   0.16842,   0.53084,   0.65999,   0.47084,   0.56156,   0.61858,   0.68581,   0.35330,   0.49830,   0.36432,   0.50398,   0.09161,   0.62955,   0.30595,   0.45692,   0.33702,   0.70452,   0.04917,   0.55639,   0.50984,   0.58673,   0.29035,   0.50835,   0.32760,   0.13539,   0.63092,   0.48974,   0.57702,   0.69274,   0.64593,   0.65677,   0.54525,   0.48252,   0.49983,   0.69041,   0.21494,   0.55806
   0.00000,   0.69838,   0.56957,   0.46863,   0.63372,   0.68388,   0.51117,   0.70122,   0.56036,   0.58331,   0.17426,   0.71955,   0.26965,   0.67049,   0.47477,   0.49071,   0.46057,   0.71259,   0.64002,   0.58137,   0.36532,   0.68973,   0.44265,   0.43647,   0.63176,   0.61944,   0.71689,   0.57086,   0.64755,   0.61331,   0.61946,   0.66763,   0.65887,   0.52083,   0.61536,   0.66693,   0.71855,   0.60582,   0.46198,   0.54038,   0.67203,   0.43668,   0.69644,   0.56539,   0.63416,   0.14013,   0.71443,   0.36565,   0.67679,   0.56841,   0.49314,   0.15656,   0.68185,   0.63115,   0.61844,   0.01344,   0.68721,   0.43350,   0.53609,   0.52329,   0.53817,   0.69968,   0.52539,   0.64305,   0.55441,   0.66155,   0.61788,   0.67684,   0.48568,   0.37122,   0.54182
   0.00000,   0.68182,   0.52186,   0.50765,   0.59960,   0.66049,   0.43416,   0.59990,   0.43110,   0.52970,   0.16139,   0.67063,   0.43492,   0.66352,   0.35961,   0.69918,   0.47457,   0.57403,   0.55829,   0.59398,   0.07110,   0.65278,   0.43328,   0.09050,   0.59048,   0.36725,   0.65691,   0.60701,   0.64335,   0.60894,   0.48967,   0.55878,   0.46311,   0.70850,   0.44652,   0.45473,   0.70640,   0.60018,   0.50881,   0.52001,   0.65785,   0.40691,   0.63643,   0.50650,   0.61579,   0.11071,   0.69517,   0.35633,   0.69624,   0.54966,   0.60185,   0.09049,   0.65680,   0.61592,   0.53502,   0.01323,   0.62011,   0.42856,   0.52421,   0.53789,   0.53702,   0.67985,   0.60678,   0.62285,   0.56611,   0.65483,   0.63408,   0.66430,   0.48937,   0.45957,   0.60301
   0.00000,   0.57717,   0.37101,   0.26983,   0.36258,   0.64423,   0.43691,   0.24023,   0.27105,   0.45996,   0.06623,   0.60463,   0.16322,   0.26077,   0.35120,   0.51824,   0.20838,   0.49297,   0.56838,   0.11610,   0.03333,   0.08523,   0.18376,   0.17131,   0.61405,   0.25822,   0.56054,   0.42783,   0.50058,   0.51195,   0.49338,   0.47746,   0.40798,   0.39837,   0.19041,   0.50225,   0.65520,   0.51141,   0.18855,   0.51631,   0.62541,   0.28313,   0.61453,   0.28775,   0.47247,   0.29902,   0.65290,   0.31917,   0.47497,   0.26613,   0.45449,   0.46479,   0.63516,   0.63119,   0.43461,   0.49428,   0.46313,   0.29859,   0.38277,   0.65370,   0.54578,   0.61156,   0.39265,   0.32057,   0.34970,   0.43381,   0.55570,   0.50378,   0.41402,   0.53084,   0.40503
   0.00000,   0.51716,   0.39284,   0.47039,   0.23597,   0.64353,   0.51006,   0.31821,   0.22863,   0.46258,   0.09023,   0.57809,   0.34098,   0.23267,   0.18084,   0.50952,   0.17722,   0.36876,   0.42956,   0.06931,   0.06345,   0.06561,   0.38443,   0.02962,   0.56304,   0.01511,   0.49843,   0.51209,   0.49694,   0.52424,   0.34917,   0.47019,   0.44439,   0.27630,   0.34112,   0.53833,   0.64289,   0.53566,   0.43956,   0.51443,   0.64921,   0.57111,   0.43825,   0.30140,   0.54340,   0.24902,   0.65336,   0.45557,   0.42946,   0.30764,   0.47269,   0.29656,   0.52093,   0.58762,   0.39528,   0.45607,   0.40521,   0.47141,   0.31607,   0.64326,   0.49360,   0.64234,   0.50838,   0.39248,   0.49090,   0.57567,   0.58448,   0.55558,   0.43525,   0.66440,   0.42867
   0.00000,   0.54549,   0.37046,   0.47297,   0.32010,   0.66239,   0.38563,   0.30370,   0.28810,   0.43018,   0.06786,   0.56387,   0.24746,   0.16560,   0.22090,   0.56640,   0.09545,   0.42037,   0.45067,   0.13644,   0.01077,   0.05339,   0.30933,   0.04536,   0.61155,   0.12578,   0.48727,   0.56839,   0.55645,   0.57722,   0.41559,   0.40503,   0.43375,   0.22343,   0.05766,   0.44334,   0.62585,   0.40195,   0.46037,   0.45327,   0.66133,   0.49907,   0.43846,   0.20508,   0.41626,   0.16657,   0.59966,   0.30950,   0.46086,   0.13822,   0.62083,   0.19988,   0.40091,   0.47879,   0.34877,   0.30649,   0.33889,   0.40838,   0.06602,   0.60039,   0.18515,   0.53867,   0.56744,   0.59828,   0.58425,   0.41654,   0.46148,   0.41960,   0.61713,   0.57982,   0.52492
   0.00000,   0.70002,   0.56268,   0.17659,   0.60421,   0.66857,   0.61153,   0.71235,   0.54449,   0.61807,   0.32660,   0.70232,   0.49478,   0.50549,   0.60517,   0.15417,   0.46754,   0.71236,   0.70003,   0.49423,   0.51114,   0.45838,   0.55953,   0.63131,   0.66576,   0.69875,   0.70398,   0.03514,   0.23203,   0.37746,   0.71259,   0.63078,   0.69751,   0.10285,   0.40846,   0.65230,   0.71532,   0.56193,   0.16279,   0.48598,   0.64745,   0.54191,   0.67155,   0.33805,   0.58083,   0.18972,   0.69768,   0.39566,   0.64285,   0.39298,   0.09821,   0.32335,   0.69664,   0.71021,   0.53255,   0.67152,   0.34441,   0.44108,   0.68016,   0.67062,   0.69235,   0.71080,   0.03954,   0.43412,   0.30177,   0.62565,   0.59384,   0.69254,   0.03119,   0.43015,   0.44917
   0.00000,   0.57156,   0.36710,   0.37642,   0.52577,   0.62369,   0.42777,   0.48020,   0.27041,   0.43654,   0.05278,   0.55850,   0.30497,   0.44544,   0.36209,   0.46309,   0.06916,   0.50276,   0.51125,   0.34195,   0.15543,   0.43427,   0.37176,   0.04288,   0.59322,   0.42622,   0.55105,   0.38491,   0.53169,   0.50850,   0.48219,   0.41294,   0.45374,   0.45228,   0.07393,   0.50486,   0.66658,   0.57567,   0.29230,   0.63953,   0.62015,   0.55352,   0.63813,   0.50360,   0.57992,   0.25659,   0.64541,   0.60284,   0.54637,   0.53087,   0.36351,   0.23844,   0.64652,   0.66501,   0.53196,   0.29375,   0.52761,   0.60683,   0.35114,   0.65191,   0.63040,   0.65237,   0.37138,   0.48522,   0.42287,   0.63604,   0.59535,   0.61319,   0.29999,   0.50416,   0.57587
   0.00000,   0.55064,   0.34936,   0.48673,   0.29782,   0.64792,   0.32265,   0.23980,   0.19216,   0.41492,   0.10889,   0.59794,   0.19915,   0.20436,   0.28194,   0.54141,   0.20238,   0.42614,   0.46304,   0.29605,   0.05087,   0.29997,   0.26196,   0.02971,   0.55278,   0.17949,   0.57404,   0.49917,   0.47811,   0.53823,   0.53676,   0.51088,   0.54506,   0.44550,   0.34694,   0.60404,   0.66379,   0.53977,   0.41321,   0.34127,   0.65260,   0.39865,   0.58617,   0.47129,   0.55612,   0.44869,   0.65999,   0.18097,   0.62349,   0.40846,   0.57217,   0.46219,   0.64120,   0.62728,   0.22347,   0.43202,   0.41873,   0.18338,   0.49812,   0.57958,   0.50677,   0.65409,   0.45425,   0.46451,   0.44340,   0.61422,   0.60463,   0.64799,   0.53235,   0.62245,   0.62344
